ax_0_0_plot_000_x,ax_0_0_plot_000_y,ax_1_0_plot_001_x,ax_1_0_plot_001_y,ax_2_0_plot_002_x,ax_2_0_plot_002_y,ax_3_0_plot_003_x,ax_3_0_plot_003_y,ax_4_0_plot_004_x,ax_4_0_plot_004_y,ax_5_0_plot_005_x,ax_5_0_plot_005_y,ax_6_0_plot_006_x,ax_6_0_plot_006_y,ax_7_0_plot_007_x,ax_7_0_plot_007_y
0.0234375,0.33244264,0.0234375,0.40250468,0.0234375,-0.25953424,0.0234375,-1.0001882,0.0234375,-9.317259e-12,0.0234375,-0.25969395,0.0234375,0.19023427,0.0234375,1.7426884
0.025390625,-0.2876609,0.025390625,-0.021416055,0.025390625,-0.23852015,0.025390625,-1.1390678,0.025390625,-4.400834e-12,0.025390625,-0.19419481,0.025390625,1.3801767,0.025390625,-0.29899132
0.02734375,-0.31817505,0.02734375,-1.3862029,0.02734375,0.35260016,0.02734375,-1.2280294,0.02734375,1.2635784e-12,0.02734375,-0.099195704,0.02734375,-0.02987441,0.02734375,-1.0215329
0.029296875,-0.3165955,0.029296875,0.38794222,0.029296875,0.10094239,0.029296875,-1.2610893,0.029296875,-2.6288824e-12,0.029296875,-0.14897163,0.029296875,-0.673713,0.029296875,0.5258291
0.03125,-0.19575776,0.03125,0.4167392,0.03125,-0.39198592,0.03125,-1.2348254,0.03125,-6.5506498e-12,0.03125,-0.12117292,0.03125,1.4820315,0.03125,0.94957983
0.033203125,0.024756432,0.033203125,1.7858725,0.033203125,0.05200294,0.033203125,-1.1486565,0.033203125,-3.2384345e-12,0.033203125,-0.00096707937,0.033203125,1.4582626,0.033203125,1.0829979
0.03515625,-0.06805498,0.03515625,-0.3674802,0.03515625,0.3716954,0.03515625,-1.0049874,0.03515625,-1.5449396e-12,0.03515625,0.077745445,0.03515625,1.0109315,0.03515625,0.7255446
0.037109375,-0.20877086,0.037109375,0.14382699,0.037109375,-0.19703129,0.037109375,-0.8092016,0.037109375,-2.0826732e-12,0.037109375,-0.020873152,0.037109375,-0.6966483,0.037109375,1.7017893
0.0390625,0.11185289,0.0390625,0.55983335,0.0390625,-0.2948176,0.0390625,-0.5694972,0.0390625,2.8302675e-13,0.0390625,0.053703506,0.0390625,1.0552728,0.0390625,0.46188346
0.041015625,-0.36050615,0.041015625,0.56470233,0.041015625,0.3120634,0.041015625,-0.2965676,0.041015625,-2.2525063e-13,0.041015625,0.17512073,0.041015625,-0.13970782,0.041015625,0.16214593
0.04296875,-0.20785536,0.04296875,2.0748248,0.04296875,0.1730565,0.04296875,-0.0031357354,0.04296875,1.3338941e-13,0.04296875,0.116944805,0.04296875,0.90702075,0.04296875,0.8187034
0.044921875,-0.13363816,0.044921875,-1.8867931,0.044921875,-0.3795867,0.044921875,0.29663715,0.044921875,8.6564767e-13,0.044921875,0.15412626,0.044921875,-0.34036008,0.044921875,-0.7670586
0.046875,-0.043930016,0.046875,0.80224925,0.046875,-0.024949113,0.046875,0.5878434,0.046875,3.983818e-12,0.046875,0.25180116,0.046875,-0.76642174,0.046875,-0.4923588
0.048828125,0.28517595,0.048828125,-0.5734448,0.048828125,0.38932136,0.048828125,0.85558695,0.048828125,4.53241e-12,0.048828125,0.072848365,0.048828125,0.16358194,0.048828125,-0.99088633
0.05078125,-0.30032623,0.05078125,0.25164393,0.05078125,-0.12695655,0.05078125,1.085768,0.05078125,4.713295e-12,0.05078125,0.06095446,0.05078125,-1.3302357,0.05078125,0.01520904
0.052734375,0.014234439,0.052734375,1.4846145,0.052734375,-0.33978537,0.052734375,1.265854,0.052734375,1.3752068e-12,0.052734375,0.007223729,0.052734375,-1.6618328,0.052734375,-1.9762789
0.0546875,0.092414565,0.0546875,-0.4722504,0.0546875,0.25953424,0.0546875,1.3855923,0.0546875,9.91698e-12,0.0546875,0.0149576515,0.0546875,0.3579866,0.0546875,1.576454
0.056640625,-0.4535496,0.056640625,-1.2048147,0.056640625,0.23852015,0.056640625,1.4376234,0.056640625,7.2749263e-12,0.056640625,-0.06724135,0.056640625,0.6510243,0.056640625,-0.68247926
0.05859375,0.107544854,0.05859375,-0.013946675,0.05859375,-0.35260016,0.05859375,1.4179567,0.05859375,1.0308295e-12,0.05859375,-0.08700926,0.05859375,-0.693986,0.05859375,0.26881844
0.060546875,-0.32947588,0.060546875,-0.700133,0.060546875,-0.10094239,0.060546875,1.3262783,0.060546875,2.6731898e-12,0.060546875,-0.037917644,0.060546875,0.2194424,0.060546875,-1.5100105
0.0625,-0.4349484,0.0625,0.98633456,0.0625,0.39198592,0.0625,1.1660663,0.0625,2.171168e-12,0.0625,-0.11118034,0.0625,1.5152671,0.0625,-3.2815013
0.064453125,0.44888553,0.064453125,-1.8152071,0.064453125,-0.05200294,0.064453125,0.94450074,0.064453125,3.4770563e-12,0.064453125,-0.21200193,0.064453125,-0.76640004,0.064453125,-1.6426153
0.06640625,0.46563202,0.06640625,0.29264817,0.06640625,-0.3716954,0.06640625,0.67216814,0.06640625,9.2844525e-12,0.06640625,-0.24480031,0.06640625,0.16360866,0.06640625,-0.57912594
0.068359375,0.30839735,0.068359375,1.6951762,0.068359375,0.19703129,0.068359375,0.36256742,0.068359375,8.207608e-12,0.068359375,-0.13748306,0.068359375,-1.126152,0.068359375,0.9271046
0.0703125,-0.19538623,0.0703125,-0.71132743,0.0703125,0.2948176,0.0703125,0.031442083,0.0703125,3.021934e-12,0.0703125,-0.23418249,0.0703125,-0.64497244,0.0703125,-0.15448047
0.072265625,-0.4023279,0.072265625,-0.055808835,0.072265625,-0.3120634,0.072265625,-0.3040315,0.072265625,-3.409345e-13,0.072265625,-0.21267004,0.072265625,-0.6480419,0.072265625,-0.96846646
0.07421875,0.18423302,0.07421875,0.15027557,0.07421875,-0.1730565,0.07421875,-0.62615573,0.07421875,3.112442e-12,0.07421875,-0.18712232,0.07421875,-1.0885613,0.07421875,-0.9715363
0.076171875,-0.059847508,0.076171875,1.6706902,0.076171875,0.3795867,0.076171875,-0.9176758,0.076171875,6.8049464e-12,0.076171875,-0.09495508,0.076171875,-1.0724694,0.076171875,-0.91825897
0.078125,-0.37796175,0.078125,-0.06425784,0.078125,0.024949113,0.078125,-1.1627412,0.078125,-3.617734e-12,0.078125,-0.06317199,0.078125,-1.503818,0.078125,-0.7741109
0.080078125,-0.00482309,0.080078125,-0.6042776,0.080078125,-0.38932136,0.080078125,-1.3478099,0.080078125,-2.2417112e-12,0.080078125,0.08368571,0.080078125,-1.6932164,0.080078125,-0.45742348
0.08203125,-0.4656115,0.08203125,-0.38356724,0.08203125,0.12695655,0.08203125,-1.4624426,0.08203125,7.324693e-12,0.08203125,0.113992594,0.08203125,-0.10238744,0.08203125,-1.9397228
0.083984375,0.4093204,0.083984375,0.23131141,0.083984375,0.33978537,0.083984375,-1.4999357,0.083984375,1.4177705e-11,0.083984375,0.11234489,0.083984375,0.23733407,0.083984375,-1.4060762
0.0859375,-0.24122001,0.0859375,-0.013571347,0.0859375,-0.25953424,0.0859375,-1.4577558,0.0859375,1.5033133e-11,0.0859375,-0.05587056,0.0859375,-0.7052622,0.0859375,-1.3121971
0.087890625,0.16252229,0.087890625,1.2029039,0.087890625,-0.23852015,0.087890625,-1.3377432,0.087890625,1.2323808e-11,0.087890625,0.094188794,0.087890625,0.25002247,0.087890625,0.024872262
0.08984375,-0.18828893,0.08984375,0.002557855,0.08984375,0.35260016,0.08984375,-1.1460682,0.08984375,1.1521577e-11,0.08984375,0.16292083,0.08984375,-0.6590404,0.08984375,-0.299241
0.091796875,0.020068021,0.091796875,0.80067533,0.091796875,0.10094239,0.091796875,-0.892939,0.091796875,1.020438e-11,0.091796875,0.009835318,0.091796875,-0.21181351,0.091796875,-1.0947913
0.09375,0.04671028,0.09375,0.14696443,0.09375,-0.39198592,0.09375,-0.592069,0.09375,4.9112953e-12,0.09375,0.061960142,0.09375,0.18389276,0.09375,-0.41861007
0.095703125,-0.31514555,0.095703125,-0.8333696,0.095703125,0.05200294,0.095703125,-0.25993583,0.095703125,3.7408488e-12,0.095703125,0.006683148,0.095703125,1.1672136,0.095703125,1.8393406
0.09765625,0.4695846,0.09765625,1.7130778,0.09765625,0.3716954,0.09765625,0.08513268,0.09765625,2.1393469e-12,0.09765625,-0.08967801,0.09765625,-0.47875193,0.09765625,-0.3674173
0.099609375,0.27513283,0.099609375,1.0586187,0.099609375,-0.19703129,0.099609375,0.4239924,0.099609375,1.8532086e-12,0.099609375,-0.2737068,0.099609375,0.17868613,0.099609375,0.8237524
0.1015625,0.43949893,0.1015625,-0.50912637,0.1015625,-0.2948176,0.1015625,0.73777735,0.1015625,1.0389972e-11,0.1015625,-0.34028918,0.1015625,2.2229261,0.1015625,-0.24085921
0.103515625,0.39482734,0.103515625,0.43154913,0.103515625,0.3120634,0.103515625,1.0089909,0.103515625,8.553837e-12,0.103515625,-0.25767446,0.103515625,1.8673532,0.103515625,0.502782
0.10546875,0.09789998,0.10546875,-0.7846128,0.10546875,0.1730565,0.10546875,1.2225281,0.10546875,9.53799e-12,0.10546875,-0.3505337,0.10546875,-1.1182091,0.10546875,0.14839122
0.107421875,0.42187423,0.107421875,-1.2952374,0.107421875,-0.3795867,0.107421875,1.3665665,0.107421875,1.1267496e-11,0.107421875,-0.50213003,0.107421875,-0.9241509,0.107421875,-0.86046463
0.109375,-0.4115075,0.109375,0.84939295,0.109375,-0.024949113,0.109375,1.4332712,0.109375,5.8501715e-12,0.109375,-0.5092385,0.109375,-0.21544811,0.109375,-1.640162
0.111328125,-0.30401713,0.111328125,0.75366,0.111328125,0.38932136,0.111328125,1.4192675,0.111328125,1.926186e-12,0.111328125,-0.5760168,0.111328125,-0.03803166,0.111328125,0.57243294
0.11328125,-0.4547727,0.11328125,0.057158254,0.11328125,-0.12695655,0.11328125,1.3258517,0.11328125,-2.6965517e-12,0.11328125,-0.5981224,0.11328125,2.0618489,0.11328125,-0.007884055
0.115234375,-0.17466967,0.115234375,0.023630057,0.115234375,-0.33978537,0.115234375,1.158923,0.115234375,4.2684386e-13,0.115234375,-0.5643072,0.115234375,-0.07258147,0.115234375,0.011388529
0.1171875,-0.11132271,0.1171875,-1.2544708,0.1171875,0.25953424,0.1171875,0.9286396,0.1171875,6.952533e-12,0.1171875,-0.4932963,0.1171875,0.17722303,0.1171875,1.4096324
0.119140625,-0.22865097,0.119140625,1.6419528,0.119140625,0.23852015,0.119140625,0.6488155,0.119140625,4.867613e-12,0.119140625,-0.53766716,0.119140625,1.4301113,0.119140625,0.1386769
0.12109375,0.3287375,0.12109375,-0.88053524,0.12109375,-0.35260016,0.12109375,0.33609584,0.12109375,1.987775e-12,0.12109375,-0.48008743,0.12109375,-0.2941163,0.12109375,0.7780301
0.123046875,-0.14324668,0.123046875,1.2660156,0.123046875,-0.10094239,0.123046875,0.008956997,0.123046875,-2.2207078e-12,0.123046875,-0.423248,0.123046875,0.7908156,0.123046875,2.0844016
0.125,-0.21906549,0.125,2.005305,0.125,0.39198592,0.125,-0.31340474,0.125,4.9798603e-12,0.125,-0.37905818,0.125,-1.5241611,0.125,-0.27652517
0.126953125,0.042696085,0.126953125,0.039793905,0.126953125,-0.05200294,0.126953125,-0.61223006,0.126953125,1.3693089e-11,0.126953125,-0.18757635,0.126953125,-0.9516777,0.126953125,-0.2918204
0.12890625,-0.35907578,0.12890625,-0.039541025,0.12890625,-0.3716954,0.12890625,-0.8703259,0.12890625,1.0661869e-11,0.12890625,-0.104197115,0.12890625,0.47895265,0.12890625,0.6297997
0.130859375,0.30219698,0.130859375,-0.09218748,0.130859375,0.19703129,0.130859375,-1.0730973,0.130859375,-1.9348485e-12,0.130859375,-0.024391577,0.130859375,-0.5172962,0.130859375,0.7507115
0.1328125,-0.42544934,0.1328125,0.26707003,0.1328125,0.2948176,0.1328125,-1.2094167,0.1328125,-8.371966e-12,0.1328125,-0.08716538,0.1328125,0.052990004,0.1328125,2.3062131
0.134765625,0.48688695,0.134765625,-0.39639565,0.134765625,-0.3120634,0.134765625,-1.272276,0.134765625,1.6749736e-12,0.134765625,-0.22808564,0.134765625,0.2346222,0.134765625,1.9527603
0.13671875,0.27224478,0.13671875,0.043367527,0.13671875,-0.1730565,0.13671875,-1.2591811,0.13671875,3.3893936e-12,0.13671875,-0.24284017,0.13671875,-0.6945653,0.13671875,-0.34906504
0.138671875,-0.3012843,0.138671875,-0.22152914,0.138671875,0.3795867,0.138671875,-1.1722631,0.138671875,7.814981e-12,0.138671875,-0.31847417,0.138671875,-0.8079408,0.138671875,0.9659566
0.140625,-0.49447787,0.140625,0.36469263,0.140625,0.024949113,0.140625,-1.0181005,0.140625,5.8521235e-12,0.140625,-0.3860418,0.140625,-0.60528904,0.140625,-0.058760654
0.142578125,0.31546143,0.142578125,-1.0209379,0.142578125,-0.38932136,0.142578125,-0.80726445,0.142578125,2.7243637e-12,0.142578125,-0.44902614,0.142578125,-0.3497111,0.142578125,1.4920201
0.14453125,0.20685734,0.14453125,0.7083039,0.14453125,0.12695655,0.14453125,-0.5536166,0.14453125,-5.771257e-13,0.14453125,-0.41089857,0.14453125,0.030475715,0.14453125,0.94961756
0.146484375,0.22900717,0.146484375,-0.011627958,0.146484375,0.33978537,0.146484375,-0.2734062,0.146484375,-5.4725135e-12,0.146484375,-0.27869645,0.146484375,0.33268866,0.146484375,0.8577084
0.1484375,0.27127033,0.1484375,0.55917543,0.1484375,-0.25953424,0.1484375,0.015774496,0.1484375,5.3391133e-12,0.1484375,-0.33098564,0.1484375,-0.32500646,0.1484375,-0.89081323
0.150390625,-0.42595536,0.150390625,-0.52938837,0.150390625,-0.23852015,0.150390625,0.2961093,0.150390625,6.5816736e-12,0.150390625,-0.26666132,0.150390625,-0.43520093,0.150390625,0.10984775
0.15234375,-0.14153427,0.15234375,0.9091539,0.15234375,0.35260016,0.15234375,0.55067766,0.15234375,-1.6627296e-12,0.15234375,-0.14115524,0.15234375,0.16190115,0.15234375,-1.8394217
0.154296875,-0.38413095,0.154296875,-0.26484993,0.154296875,0.10094239,0.154296875,0.7645035,0.154296875,-8.602541e-16,0.154296875,-0.031572744,0.154296875,-0.6526614,0.154296875,-0.8857549
0.15625,0.36310342,0.15625,-0.17895931,0.15625,-0.39198592,0.15625,0.9254653,0.15625,1.1778432e-12,0.15625,0.12550174,0.15625,-1.1500844,0.15625,0.3326132
0.158203125,0.12329812,0.158203125,-2.087303,0.158203125,0.05200294,0.158203125,1.0250102,0.158203125,-3.5301409e-13,0.158203125,0.19387406,0.158203125,-0.18141276,0.158203125,-0.9490191
0.16015625,-0.16910197,0.16015625,0.4563073,0.16015625,0.3716954,0.16015625,1.0586278,0.16015625,-4.5225455e-13,0.16015625,0.42170823,0.16015625,-0.64272064,0.16015625,-0.47561178
0.162109375,-0.43644166,0.162109375,1.9535705,0.162109375,-0.19703129,0.162109375,1.0260563,0.162109375,2.2893514e-12,0.162109375,0.23092864,0.162109375,-0.7580546,0.162109375,-2.538456
0.1640625,-0.18901768,0.1640625,0.13980134,0.1640625,-0.2948176,0.1640625,0.93120974,0.1640625,2.2224503e-12,0.1640625,0.18258682,0.1640625,0.58287257,0.1640625,-1.6441808
0.166015625,-0.17481668,0.166015625,-0.25670037,0.166015625,0.3120634,0.166015625,0.7818375,0.166015625,-2.5134985e-12,0.166015625,0.2208061,0.166015625,-0.93133426,0.166015625,0.2813329
0.16796875,0.22960618,0.16796875,-0.9766908,0.16796875,0.1730565,0.16796875,0.5889413,0.16796875,-7.989159e-13,0.16796875,0.11399389,0.16796875,-1.8240044,0.16796875,-0.265151
0.169921875,0.13755748,0.169921875,0.48844847,0.169921875,-0.3795867,0.169921875,0.36599177,0.169921875,1.424188e-12,0.169921875,0.12450349,0.169921875,-0.6889867,0.169921875,-1.3225702
0.171875,0.38721275,0.171875,-0.41919392,0.171875,-0.024949113,0.171875,0.12800205,0.171875,2.4082995e-12,0.171875,0.24740304,0.171875,0.9375134,0.171875,-2.9239142
0.173828125,-0.027785074,0.173828125,-0.4096149,0.173828125,0.38932136,0.173828125,-0.10948,0.173828125,6.8275294e-12,0.173828125,0.31668353,0.173828125,0.21082729,0.173828125,-2.598953
0.17578125,-0.38040575,0.17578125,1.2865382,0.17578125,-0.12695655,0.17578125,-0.33139062,0.17578125,1.3973558e-12,0.17578125,0.30165353,0.17578125,0.6298396,0.17578125,-0.30362427
0.177734375,0.21324478,0.177734375,0.014821319,0.177734375,-0.33978537,0.177734375,-0.52411324,0.177734375,6.317871e-13,0.177734375,0.43832618,0.177734375,-0.45018348,0.177734375,-0.46249312
0.1796875,0.26078504,0.1796875,0.405607,0.1796875,0.25953424,0.1796875,-0.6763225,0.1796875,3.764835e-12,0.1796875,0.3503967,0.1796875,-1.0650698,0.1796875,-0.5273375
0.181640625,0.061277196,0.181640625,-1.1841927,0.181640625,0.23852015,0.181640625,-0.779656,0.181640625,4.615602e-12,0.181640625,0.26401174,0.181640625,1.3632455,0.181640625,-1.6592076
0.18359375,0.2709672,0.18359375,0.06942959,0.18359375,-0.35260016,0.18359375,-0.8291732,0.18359375,8.8777553e-13,0.18359375,0.20620131,0.18359375,0.48970774,0.18359375,-1.936812
0.185546875,-0.0062044035,0.185546875,-0.37614897,0.185546875,-0.10094239,0.185546875,-0.8235762,0.185546875,1.9814326e-12,0.185546875,0.2762112,0.185546875,0.37799245,0.185546875,0.98790044
0.1875,0.02273283,0.1875,-0.8925903,0.1875,0.39198592,0.1875,-0.7651843,0.1875,-2.3573272e-12,0.1875,0.30660576,0.1875,-0.23421566,0.1875,1.2992151
0.189453125,-0.07245898,0.189453125,0.15556943,0.189453125,-0.05200294,0.189453125,-0.6596702,0.189453125,-1.4911735e-12,0.189453125,0.33255115,0.189453125,-0.18183538,0.189453125,0.079038404
0.19140625,-0.47458088,0.19140625,1.0044461,0.19140625,-0.3716954,0.19140625,-0.51558304,0.19140625,1.5679228e-12,0.19140625,0.2661948,0.19140625,1.800847,0.19140625,-1.6460958
0.193359375,-0.39210856,0.193359375,-0.04068432,0.193359375,0.19703129,0.193359375,-0.34369645,0.193359375,7.831825e-12,0.193359375,0.19897953,0.193359375,0.53536123,0.193359375,-1.8687631
0.1953125,-0.46857083,0.1953125,-0.73770314,0.1953125,0.2948176,0.1953125,-0.15622967,0.1953125,9.504266e-12,0.1953125,0.070593566,0.1953125,1.4734533,0.1953125,-1.275036
0.197265625,0.13641042,0.197265625,0.4776302,0.197265625,-0.3120634,0.197265625,0.034001037,0.197265625,4.326811e-12,0.197265625,0.07397781,0.197265625,-0.9333643,0.197265625,0.6420399
0.19921875,-0.18564402,0.19921875,-1.3027704,0.19921875,-0.1730565,0.19921875,0.21444258,0.19921875,2.3409944e-12,0.19921875,0.09160128,0.19921875,-0.5797406,0.19921875,0.60697746
0.201171875,0.008570692,0.201171875,0.52388674,0.201171875,0.3795867,0.201171875,0.373619,0.201171875,-5.360988e-13,0.201171875,0.05722534,0.201171875,0.6990691,0.201171875,1.0549011
0.203125,0.4075665,0.203125,-0.35507137,0.203125,0.024949113,0.203125,0.5018467,0.203125,-2.9745492e-12,0.203125,0.014470169,0.203125,1.3506026,0.203125,1.1245058
0.205078125,-0.25070778,0.205078125,0.7043306,0.205078125,-0.38932136,0.205078125,0.59180695,0.205078125,-2.6743846e-12,0.205078125,-0.010164973,0.205078125,-0.48599008,0.205078125,0.53775674
0.20703125,-0.08961707,0.20703125,-1.1613626,0.20703125,0.12695655,0.20703125,0.6389438,0.20703125,-4.102049e-12,0.20703125,0.0034557725,0.20703125,-0.663872,0.20703125,0.8131253
0.208984375,0.25555113,0.208984375,-1.6713094,0.208984375,0.33978537,0.208984375,0.64166635,0.208984375,-1.833669e-12,0.208984375,-0.039362334,0.208984375,0.41633376,0.208984375,-0.20901471
0.2109375,-0.27120185,0.2109375,-1.0105778,0.2109375,-0.25953424,0.2109375,0.60135114,0.2109375,1.0528467e-12,0.2109375,0.10144994,0.2109375,1.2471297,0.2109375,0.1415979
0.212890625,-0.4230201,0.212890625,-1.0568087,0.212890625,-0.23852015,0.212890625,0.5221515,0.212890625,-1.2010458e-12,0.212890625,0.33072042,0.212890625,1.8885131,0.212890625,0.7475884
0.21484375,-0.21024854,0.21484375,-1.0350058,0.21484375,0.35260016,0.21484375,0.41063362,0.21484375,-2.257276e-12,0.21484375,0.3390556,0.21484375,-0.0006816523,0.21484375,0.040894814
0.216796875,-0.3387787,0.216796875,2.0936189,0.216796875,0.10094239,0.216796875,0.27527058,0.216796875,6.740446e-13,0.216796875,0.35500026,0.216796875,-0.927505,0.216796875,0.26805663
0.21875,0.42969766,0.21875,-1.2277492,0.21875,-0.39198592,0.21875,0.12583187,0.21875,-6.918479e-14,0.21875,0.28573564,0.21875,-0.7465997,0.21875,0.22084773
0.220703125,0.30812037,0.220703125,0.047360882,0.220703125,0.05200294,0.220703125,-0.027288226,0.220703125,-8.529192e-13,0.220703125,0.35670912,0.220703125,-1.3978975,0.220703125,0.9946702
0.22265625,0.13340376,0.22265625,-0.11770384,0.22265625,0.3716954,0.22265625,-0.17375891,0.22265625,5.7030715e-13,0.22265625,0.2826207,0.22265625,0.010805829,0.22265625,1.9079822
0.224609375,0.3714606,0.224609375,0.2227034,0.224609375,-0.19703129,0.224609375,-0.30397362,0.224609375,4.953304e-12,0.224609375,0.36871657,0.224609375,0.16629086,0.224609375,1.8670644
0.2265625,0.30367208,0.2265625,0.06729394,0.2265625,-0.2948176,0.2265625,-0.4096438,0.2265625,1.2095485e-11,0.2265625,0.39933625,0.2265625,-0.5419572,0.2265625,-0.33020476
0.228515625,-0.31342995,0.228515625,-1.2288107,0.228515625,0.3120634,0.228515625,-0.48429212,0.228515625,8.268675e-12,0.228515625,0.32520685,0.228515625,-0.88191795,0.228515625,0.8077742
0.23046875,0.392559,0.23046875,1.3408641,0.23046875,0.1730565,0.23046875,-0.5236186,0.23046875,-1.7613419e-12,0.23046875,0.45605648,0.23046875,0.69028646,0.23046875,1.7553599
0.232421875,0.039342243,0.232421875,0.76396674,0.232421875,-0.3795867,0.232421875,-0.52572274,0.232421875,1.8059443e-12,0.232421875,0.4530046,0.232421875,-0.6169084,0.232421875,1.1724124
0.234375,0.30744016,0.234375,0.9311891,0.234375,-0.024949113,0.234375,-0.4911738,0.234375,1.2021375e-11,0.234375,0.3559075,0.234375,-0.6946831,0.234375,1.7163134
0.236328125,0.3960913,0.236328125,0.88984,0.236328125,0.38932136,0.236328125,-0.42292863,0.236328125,1.69584e-12,0.236328125,0.52507544,0.236328125,-1.3442371,0.236328125,0.12184965
0.23828125,-0.18199652,0.23828125,0.66868407,0.23828125,-0.12695655,0.23828125,-0.32610804,0.23828125,-7.153082e-12,0.23828125,0.18386097,0.23828125,-1.5063007,0.23828125,1.2522385
0.240234375,-0.38994807,0.240234375,1.4780071,0.240234375,-0.33978537,0.240234375,-0.20764633,0.240234375,-2.783288e-13,0.240234375,0.45702624,0.240234375,-0.37936714,0.240234375,2.3307807
0.2421875,-0.27206483,0.2421875,-0.6738157,0.2421875,0.25953424,0.2421875,-0.0758373,0.2421875,-2.9928585e-13,0.2421875,0.44835812,0.2421875,0.07978669,0.2421875,0.58554506
0.244140625,-0.07289221,0.244140625,0.04788503,0.244140625,0.23852015,0.244140625,0.060196713,0.244140625,-1.6691961e-12,0.244140625,0.008991536,0.244140625,-0.9266639,0.244140625,-0.06399299
0.24609375,0.31801477,0.24609375,0.5134607,0.24609375,-0.35260016,0.24609375,0.19108237,0.24609375,3.0995115e-12,0.24609375,1.0290924,0.24609375,-1.5582117,0.24609375,1.1980473
0.248046875,0.3607306,0.248046875,-0.6959368,0.248046875,-0.10094239,0.248046875,0.3077876,0.248046875,-2.410934e-12,0.248046875,-0.0028120482,0.248046875,-1.081666,0.248046875,0.4753396
0.25,-0.49304786,0.25,0.14650586,0.25,0.39198592,0.25,0.40219578,0.25,-9.271662e-12,0.25,0.4336688,0.25,-0.39889973,0.25,1.0144413
0.251953125,0.010747302,0.251953125,-2.2481163,0.251953125,-0.05200294,0.251953125,0.46763077,0.251953125,-2.6890699e-12,0.251953125,1.0724577,0.251953125,-1.6448488,0.251953125,0.36865112
0.25390625,-0.082589,0.25390625,0.883776,0.25390625,-0.3716954,0.25390625,0.4993019,0.25390625,-3.4125272e-12,0.25390625,-0.4909728,0.25390625,-0.67839724,0.25390625,-0.16604677
0.255859375,-0.2778922,0.255859375,0.43084058,0.255859375,0.19703129,0.255859375,0.49464384,0.255859375,-1.537112e-12,0.255859375,1.4284238,0.255859375,-1.6006057,0.255859375,-1.8779421
0.2578125,-0.38013464,0.2578125,0.6949275,0.2578125,0.2948176,0.2578125,0.45352742,0.2578125,-2.8930555e-13,0.2578125,-0.13853115,0.2578125,-0.8983587,0.2578125,-0.51260793
0.259765625,-0.16238482,0.259765625,0.5558493,0.259765625,-0.3120634,0.259765625,0.3783261,0.259765625,-1.6256631e-12,0.259765625,0.1468219,0.259765625,-1.2109828,0.259765625,-0.65032935
